Unique_ID,S3,S3_order,Taxa,Species,x_g,y_g,logx_g,logy_g,Reference,Group,Order,Family,Genus,Replicate,Notes
458,24,29,Mammal,Lepus americanus,1540.990637,2219.026517,3.1878,3.346162492,"Hodges et al. 2001; after Duncan et al. 2007, method: count",Eutherian,Lagomorpha,Leporidae,Lepus,5
459,24,29,Mammal,Lepus americanus,1540.990637,2619.684083,3.1878,3.418248921,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",Eutherian,Lagomorpha,Leporidae,Lepus,5
460,24,29,Mammal,Lepus americanus,1500,3321.940632,3.176091259,3.521391867,Ernest et al. 2003,Eutherian,Lagomorpha,Leporidae,Lepus,3
461,24,29,Mammal,Lepus americanus,1600,400,3.204119983,2.602059991,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Lagomorpha,Leporidae,Lepus,3
462,24,29,Mammal,Lepus europaeus,3740,4025.112,3.572871602,3.604777969,Ernest et al. 2003,Eutherian,Lagomorpha,Leporidae,Lepus,2
463,24,29,Mammal,Lepus europaeus,3750,937.5,3.574031268,2.971971276,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Lagomorpha,Leporidae,Lepus,2
464,24,29,Mammal,Lepus timidus,3048.5,4026.44616,3.484086199,3.604921896,Ernest et al. 2003,Eutherian,Lagomorpha,Leporidae,Lepus,2
465,24,29,Mammal,Lepus timidus,2988,1284.84,3.475380593,3.108849049,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Lagomorpha,Leporidae,Lepus,2
466,24,29,Mammal,Oryctolagus cuniculus,1717.51287,3538.076512,3.2349,3.54876722,"Wood 1980; after Duncan et al. 2007, method: count",Eutherian,Lagomorpha,Leporidae,Oryctolagus,5
467,24,29,Mammal,Oryctolagus cuniculus,1717.51287,4293.782175,3.2349,3.632840009,"Caley and Morley 2002; after Duncan et al. 2007, method: count",Eutherian,Lagomorpha,Leporidae,Oryctolagus,5
468,24,29,Mammal,Oryctolagus cuniculus,1717.51287,3538.076512,3.2349,3.54876722,"Hone 1999; after Duncan et al. 2007, method: count",Eutherian,Lagomorpha,Leporidae,Oryctolagus,5
469,24,29,Mammal,Oryctolagus cuniculus,1550,5131.972734,3.190331698,3.71028434,Ernest et al. 2003,Eutherian,Lagomorpha,Leporidae,Oryctolagus,3
470,24,29,Mammal,Oryctolagus cuniculus,1439,417.31,3.158060794,2.620458792,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Lagomorpha,Leporidae,Oryctolagus,3
471,24,29,Mammal,Sylvilagus floridanus,1102.5,2359.984528,3.042378598,3.372909156,Ernest et al. 2003,Eutherian,Lagomorpha,Leporidae ,Sylvilagus,2
472,24,29,Mammal,Sylvilagus floridanus,1015,4790.8,3.006466042,3.680408041,Pereira and Daily 2006,Eutherian,Lagomorpha,Leporidae,Sylvilagus,2
473,24,29,Mammal,Lepus alleni,3759.666667,24255,3.575149342,4.384801279,Ernest et al. 2003,Eutherian,Lagomorpha,Leporidae,Lepus,0
474,24,29,Mammal,Lepus arcticus,3237.427116,4467.64942,3.5102,3.650079086,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",Eutherian,Lagomorpha,Leporidae,Lepus,0
475,24,29,Mammal,Lepus californicus,2100,13970.29524,3.322219295,4.145205584,Ernest et al. 2003,Eutherian,Lagomorpha,Leporidae,Lepus,0
476,24,29,Mammal,Lepus capensis,2197.777778,7978.57321,3.341983778,3.901925234,Ernest et al. 2003,Eutherian,Lagomorpha,Leporidae,Lepus,0
477,24,29,Mammal,Lepus flavigularis,2750,1127.5,3.439332694,3.052116551,Pereira and Daily 2006,Eutherian,Lagomorpha,Leporidae,Lepus,0
478,24,29,Mammal,Lepus othus,4506.333333,12864.6,3.653823313,4.109396287,Ernest et al. 2003,Eutherian,Lagomorpha,Leporidae,Lepus,0
479,24,29,Mammal,Lepus townsendii,2550,8910.022917,3.40654018,3.949878821,Ernest et al. 2003,Eutherian,Lagomorpha,Leporidae,Lepus,0
480,24,29,Mammal,Ochotona princeps,136.5,509.6324354,2.135132651,2.707257061,Ernest et al. 2003,Eutherian,Lagomorpha,Ochotonidae,Ochotona,0,
481,24,29,Mammal,Ochotona rufescens,250,1384.786,2.397940009,3.141382664,Ernest et al. 2003,Eutherian,Lagomorpha,Ochotonidae,Ochotona,0,
482,24,29,Mammal,Sylvilagus aquaticus,2200,1622.81,3.342422681,3.210267675,Ernest et al. 2003,Eutherian,Lagomorpha,Leporidae ,Sylvilagus,0,
483,24,29,Mammal,Sylvilagus brasiliensis,965,1215.9,2.984527313,3.084897858,Pereira and Daily 2006,Eutherian,Lagomorpha,Leporidae,Sylvilagus,0,
484,24,X,Mammal,Elephantulus rufescens,60,219,1.77815125,2.340444115,Fagan et. al. 2009,Eutherian,Macroscelidea,Macroscelididae,Elephantulus,0,
485,24,X,Mammal,Isoodon macrourus,1306.170888,7667.223113,3.116,3.884638101,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Eutherian,Peramelemorphia,Peramelidae,Isoodon,2,
486,24,X,Mammal,Isoodon macrourus,1050,3622.5,3.021189299,3.559008394,Fagan et. al. 2009,Eutherian,Peramelemorphia,Peramelidae,Isoodon,2,
487,24,X,Mammal,Isoodon obesulus,708.434985,1799.424862,2.8503,3.255133717,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Eutherian,Peramelemorphia,Peramelidae,Isoodon,0,
488,24,X,Mammal,Macrotis lagotis,1170.577036,2458.211776,3.0684,3.390619295,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Eutherian,Peramelemorphia,Peramelidae,Macrotis,0,
489,24,X,Mammal,Perameles gunnii,756.3102739,6564.773177,2.8787,3.817219725,"Fisher et al. 2001; after Duncan et al. 2007, method: Cole 1954",Eutherian,Peramelemorphia,Peramelidae,Perameles,0,
490,24,X,Mammal,Perameles nasuta,859,3590.62,2.933993164,3.555169446,Fagan et. al. 2009,Eutherian,Peramelemorphia,Peramelidae,Perameles,0,
491,24,X,Mammal,Equus burchelli,276000,97709.17763,5.440909082,4.989935358,Ernest et al. 2003,Eutherian,Perissodactyla,Equidae,Equus,2,African ecosystems
492,24,X,Mammal,Equus burchelli,220000,23709.2108,5.342422681,4.374917098,This Study,Eutherian,Perissodactyla,Equidae,Equus,2,African ecosystems
493,24,X,Mammal,Ceratotherium simum,1600000,146170.112,6.204119983,5.16485858,This Study,Eutherian,Perissodactyla,Rhinocerotidae,Ceratotherium,0,
494,24,X,Mammal,Diceros bicornis,1000000,83649.71,6,4.92246444,This Study,Eutherian,Perissodactyla,Rhinocerotidae,Diceros,0,
495,24,X,Mammal,Equus asinus,243388.4697,60847.11743,5.3863,4.784240009,"Choquenot 1990; after Duncan et al. 2007, method: count",Eutherian,Perissodactyla,Equidae,Equus,0,
496,24,X,Mammal,Equus caballus,413047.502,99131.40048,5.616,4.996211242,"Garrott et al. 1991; after Duncan et al. 2007, method: count",Eutherian,Perissodactyla,Equidae,Equus,0,
497,24,X,Mammal,Rhinoceros unicornis,1602333.333,344049.7764,6.204752867,5.53662128,Ernest et al. 2003,Eutherian,Perissodactyla,Rhinocerotidae,Rhinoceros,0,
498,24,X,Mammal,Tapirus bairdii,240000,31200,5.380211242,4.494154594,Pereira and Daily 2006,Eutherian,Perissodactyla,Tapiridae,Tapirus,0,
499,24,X,Mammal,Tapirus terrestris,172583.7892,34516.75784,5.237,4.538029996,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",Eutherian,Perissodactyla,Tapiridae,Tapirus,0,
500,24,X,Mammal,Manis temminckii,7230,948.7,3.859138297,2.977128901,Ernest et al. 2003,Eutherian,Pholidota,Manidae,Manis,0,
501,24,30,Mammal,Alouatta palliata,5596.287274,839.4430911,3.7479,2.923991259,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cebidae,Alouatta,3,
502,24,30,Mammal,Alouatta palliata,5596.287274,1007.331709,3.7479,3.003172505,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cebidae,Alouatta,3,
503,24,30,Mammal,Alouatta palliata,5600,560,3.748188027,2.748188027,Pereira and Daily 2006,Eutherian,Primate,Cebidae,Alouatta,2,
504,24,30,Mammal,Arctocebus calabarensis,255.7996819,166.2697932,2.4079,2.220813357,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Loridae,Arctocebus,2,
505,24,30,Mammal,Arctocebus calabarensis,265,100.7,2.423245874,2.003029471,Fagan et. al. 2009,Eutherian,Primate,Loridae,Arctocebus,2,
506,24,30,Mammal,Ateles fusciceps,8369.509372,1088.036218,3.9227,3.036643352,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cebidae,Ateles,2,
507,24,30,Mammal,Ateles fusciceps,6000,840,3.77815125,2.924279286,Pereira and Daily 2006,Eutherian,Primate,Cebidae,Ateles,2,
508,24,30,Mammal,Ateles geoffroyi,7179.595885,789.7555474,3.8561,2.897492685,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cebidae,Ateles,3,
509,24,30,Mammal,Ateles geoffroyi,7179.595885,717.9595885,3.8561,2.8561,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cebidae,Ateles,3,
510,24,30,Mammal,Ateles geoffroyi,7000,210,3.84509804,2.322219295,Pereira and Daily 2006,Eutherian,Primate,Cebidae,Ateles,2,
511,24,30,Mammal,Callithrix jacchus,256.6847102,218.1820037,2.4094,2.338818926,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Callitrichidae,Callithrix,2,
512,24,30,Mammal,Callithrix jacchus,323,290.5868774,2.509202522,2.463275998,Ernest et al. 2003,Eutherian,Primate,Callitrichidae,Callithrix,2
513,24,30,Mammal,Cebus capucinus,2852.331512,456.3730419,3.4552,2.659319983,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cebidae,Cebus,3
514,24,30,Mammal,Cebus capucinus,2852.331512,484.896357,3.4552,2.685648921,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cebidae,Cebus,3
515,24,30,Mammal,Cebus capucinus,3050,183,3.484299839,2.26245109,Pereira and Daily 2006,Eutherian,Primate,Cebidae,Cebus,2
516,24,30,Mammal,Eulemur fulvus,2331.309857,536.2012671,3.3676,2.729327836,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Lemuridae,Eulemur,2
517,24,30,Mammal,Eulemur fulvus,2276,728.32,3.357172258,2.862322236,Fagan et. al. 2009,Eutherian,Primate,Lemuridae,Eulemur,2
518,24,30,Mammal,Gorilla gorilla,109169.1679,7641.841753,5.0381,3.88319804,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Hominidae,Gorilla,2
519,24,30,Mammal,Gorilla gorilla,105000,5146.702936,5.021189299,3.711529102,Ernest et al. 2003,Eutherian,Primate,Hominidae,Gorilla,2
520,24,30,Mammal,Lemur catta,2327.555257,628.4399194,3.3669,2.798263764,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Lemuridae,Lemur,2
521,24,30,Mammal,Lemur catta,2333,723.23,3.367914739,2.859276433,Fagan et. al. 2009,Eutherian,Primate,Lemuridae,Lemur,2
522,24,30,Mammal,Macaca fuscata,9516.998481,1427.549772,3.9785,3.154591259,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Macaca,3
523,24,30,Mammal,Macaca fuscata,9516.998481,2284.079635,3.9785,3.358711242,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Macaca,3
524,24,30,Mammal,Macaca fuscata,8672,1647.68,3.938119269,3.21687287,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Primate,Cercopithecidae,Macaca,2
525,24,30,Mammal,Macaca mulatta,5654.575407,1187.460835,3.7524,3.074619295,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Macaca,2
526,24,30,Mammal,Macaca mulatta,5500,1066.088045,3.740362689,3.027793073,This Study,Eutherian,Primate,Cercopithecidae,Macaca,2
527,24,30,Mammal,Macaca sylvanus,9259.765746,1944.550807,3.9666,3.288819295,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Macaca,2
528,24,30,Mammal,Macaca sylvanus,10838,2817.88,4.034949147,3.449922495,From Global Population Dynamics Database (From Fagan et. al. 2001; reporting rmax),Eutherian,Primate,Cercopithecidae,Macaca,2,
529,24,30,Mammal,Pan troglodytes,40271.70343,2013.585172,4.605,3.303970004,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Hominidae,Pan,3,
530,24,30,Mammal,Pan troglodytes,40271.70343,5638.03848,4.605,3.751128036,"Hennemann 1983; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Hominidae,Pan,3,
531,24,30,Mammal,Pan troglodytes,36766.66667,3141.27378,4.565454258,3.497105789,Ernest et al. 2003,Eutherian,Primate,Hominidae,Pan,2,
532,24,30,Mammal,Papio hamadryas,14002.32005,1960.324807,4.1462,3.292328036,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Papio,3,
533,24,30,Mammal,Papio hamadryas,14002.32005,1820.301607,4.1462,3.260143352,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Papio,3,
534,24,30,Mammal,Papio hamadryas,24333.33333,3260.944344,4.386201605,3.513343387,Ernest et al. 2003,Eutherian,Primate,Cercopithecidae,Papio,2,
535,24,30,Mammal,Semnopithecus entellus,11926.14266,2146.705679,4.0765,3.331772505,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Semnopithecus,2,
536,24,30,Mammal,Semnopithecus entellus,6500,1346.465835,3.812913357,3.129195338,This Study,Eutherian,Primate,Cercopithecidae,Semnopithecus,2,
537,24,30,Mammal,Alouatta pigra,6850,959,3.835690571,2.981818607,Pereira and Daily 2006,Eutherian,Primate,Cebidae,Alouatta,0,
538,24,30,Mammal,Alouatta seniculus,5951.13771,1011.693411,3.7746,3.005048921,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cebidae,Alouatta,2,
539,24,30,Mammal,Alouatta seniculus,5951.13771,1071.204788,3.7746,3.029872505,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cebidae,Alouatta,2,
540,24,30,Mammal,Aotus lemurinus,900,342,2.954242509,2.534026106,Pereira and Daily 2006,Eutherian,Primate,Cebidae,Aotus,0,
541,24,30,Mammal,Aotus trivirgatus,847.6176666,203.42824,2.9282,2.308411242,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cebidae,Aotus,2,
542,24,30,Mammal,Aotus trivirgatus,847.6176666,296.6661833,2.9282,2.472268044,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cebidae,Aotus,2,
543,24,30,Mammal,Ateles belzebuth,7500.668987,525.0468291,3.8751,2.72019804,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cebidae,Ateles,0,
544,24,30,Mammal,Ateles paniscus,8013.08962,560.9162734,3.9038,2.74889804,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cebidae,Ateles,2
545,24,30,Mammal,Ateles paniscus,8013.08962,721.1780658,3.9038,2.858042509,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cebidae,Ateles,2
546,24,30,Mammal,Callicebus moloch,976.1127824,224.50594,2.9895,2.351227836,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cebidae,Callicebus,2
547,24,30,Mammal,Callicebus moloch,976.1127824,263.5504512,2.9895,2.420863764,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cebidae,Callicebus,2
548,24,30,Mammal,Callimico goeldii,570.0330022,359.1207914,2.7559,2.555240549,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Callitrichidae,Callimico,0
549,24,30,Mammal,Callithrix argentata,341.9794425,239.3856098,2.534,2.37909804,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Callitrichidae,Callithrix,0
550,24,30,Mammal,Callithrix pygmaea,97.43163713,72.09941148,1.9887,1.85793172,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Callitrichidae,Callithrix,0
551,24,30,Mammal,Cebus albifrons,2380.126282,404.6214679,3.3766,2.607048921,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cebidae,Cebus,2
552,24,30,Mammal,Cebus albifrons,2380.126282,428.4227308,3.3766,2.631872505,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cebidae,Cebus,2
553,24,30,Mammal,Cebus apella,2788.688463,390.4163848,3.4454,2.591528036,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cebidae,Cebus,2
554,24,30,Mammal,Cebus apella,2788.688463,390.4163848,3.4454,2.591528036,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cebidae,Cebus,2
555,24,30,Mammal,Cebus olivaceus,2684.726193,295.3198812,3.4289,2.470292685,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cebidae,Cebus,0
556,24,30,Mammal,Cercocebus torquatus,7890.417803,1893.700273,3.8971,3.277311242,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Cercocebus,2
557,24,30,Mammal,Cercocebus torquatus,7890.417803,1578.083561,3.8971,3.198129996,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Cercocebus,2
558,24,30,Mammal,Cercopithecus ascanius,3498.645985,314.8781387,3.5439,2.498142509,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Cercopithecus,0
559,24,30,Mammal,Cercopithecus diana,4778.592532,907.9325811,3.6793,2.958053601,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Cercopithecus,0
560,24,30,Mammal,Cercopithecus mitis,6591.738952,659.1738952,3.819,2.819,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Cercopithecus,0
561,24,30,Mammal,Cercopithecus neglectus,5094.481623,815.1170597,3.7071,2.911219983,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Cercopithecus,0
562,24,30,Mammal,Cheirogaleus medius,209.2666394,133.9306492,2.3207,2.126879974,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cheirogaleidae,Cheirogaleus,0
563,24,30,Mammal,Chlorocebus aethiops,3947.298777,671.0407921,3.5963,2.826748921,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Chlorocebus,0
564,24,30,Mammal,Colobus guereza,9822.001588,2062.620333,3.9922,3.314419295,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Colobus,0
565,24,30,Mammal,Colobus polykomos,8822.669282,1323.400392,3.9456,3.121691259,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Colobus,0
566,24,30,Mammal,Erythrocebus patas,5505.540985,1431.440656,3.7408,3.155773348,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Erythrocebus,0
567,24,30,Mammal,Eulemur macaco,2296.148648,688.8445944,3.361,2.838121255,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Lemuridae,Eulemur,0
568,24,30,Mammal,Galago moholi,179.9699517,170.9714541,2.2552,2.232923605,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Galagonidae,Galago,0
569,24,30,Mammal,Galago senegalensis,202.4883307,101.2441654,2.3064,2.005370004,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Galagonidae,Galago,0
570,24,30,Mammal,Galagoides demidoff,64.3428065,30.88454712,1.8085,1.489741237,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Galagonidae,Galagoides,0
571,24,30,Mammal,Galagoides zanzibaricus,141.9384309,112.1313604,2.1521,2.049727091,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Galagonidae,Galagoides,0
572,24,30,Mammal,Hylobates lar,5296.634439,476.6970995,3.724,2.678242509,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Hylobatidae,Hylobates,0
573,24,30,Mammal,Hylobates syndactylus,10171.85124,915.4666116,4.0074,2.96164251,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Hylobatidae,Hylobates,0
574,24,30,Mammal,Lagothrix lagotricha,6931.065451,970.3491631,3.8408,2.986928036,"Robinson and Redford 1986; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cebidae,Lagothrix,2
575,24,30,Mammal,Lagothrix lagotricha,6931.065451,1108.970472,3.8408,3.044919983,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cebidae,Lagothrix,2
576,24,30,Mammal,Leontopithecus rosalia,558.4701947,346.2515207,2.747,2.539391689,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Callitrichidae,Leontopithecus,0
577,24,30,Mammal,Lophocebus albigena,7037.201717,985.2082404,3.8474,2.993528036,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Lophocebus,0
578,24,30,Mammal,Loris tardigradus,261.6375056,146.5170031,2.4177,2.165888027,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Loridae,Loris,0
579,24,30,Mammal,Macaca arctoides,8237.586728,1482.765611,3.9158,3.171072505,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Macaca,0
580,24,30,Mammal,Macaca fascicularis,3958.220648,870.8085426,3.5975,2.939922681,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Macaca,0
581,24,30,Mammal,Macaca nemestrina,6899.220098,1517.828422,3.8388,3.181222681,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Macaca,0
582,24,30,Mammal,Macaca nigra,5791.619211,984.5752659,3.7628,2.993248921,"Ross 1992; after Duncan et al. 2007, method: Cole 1954",Eutherian,Primate,Cercopithecidae,Macaca,0
583,24,30,Mammal,Macaca radiata,4000,796.6946,3.602059991,2.901291874,This Study,Eutherian,Primate,Cercopithecidae,Macaca,0
